User_ID,Date,Step_Count,Heart_Rate,Sleep_Duration,Calories_Burned,Activity_Level,Device_Type
13,2023-01-31,10329.0,68.0,7.8,2058.0,Very Active,garmin
13,2023-02-01,8728.0,52.0,6.3,1764.0,Active,garmin
13,2023-02-02,7934.0,70.0,8.2,2005.0,Active,garmin
13,2023-02-03,6829.0,69.0,7.7,1811.0,Lightly Active,garmin
13,2023-02-04,8736.0,65.0,5.7,2054.0,Active,garmin
13,2023-02-05,8759.0,69.0,5.6,1844.0,Active,garmin
13,2023-02-06,10273.0,61.0,8.2,1851.0,Very Active,garmin
13,2023-02-07,9380.0,74.0,5.1,1589.0,Active,garmin
13,2023-02-08,6237.0,77.0,5.9,2422.0,Lightly Active,garmin
13,2023-02-09,7963.0,66.0,8.0,2315.0,Active,garmin
13,2023-02-10,12678.0,77.0,7.5,2043.0,Very Active,garmin
13,2023-02-11,10374.0,59.0,5.7,1928.0,Very Active,garmin
13,2023-02-12,8671.0,60.0,7.2,2113.0,Active,garmin
13,2023-02-13,9135.0,79.0,5.3,1891.0,Active,garmin
13,2023-02-14,7690.0,46.0,6.4,1905.0,Active,garmin
13,2023-02-15,11694.0,71.0,5.5,2286.0,Very Active,garmin
13,2023-02-16,11169.0,70.0,6.3,1743.0,Very Active,garmin
13,2023-02-17,8308.0,75.0,8.4,2226.0,Active,garmin
13,2023-02-18,8099.0,53.0,6.6,1587.0,Active,garmin
13,2023-02-19,9557.0,63.0,6.0,1621.0,Active,garmin
13,2023-02-20,9899.0,59.0,5.3,1374.0,Active,garmin
13,2023-02-21,8927.0,82.0,8.1,1840.0,Active,garmin
13,2023-02-22,7895.0,69.0,5.5,1987.0,Active,garmin
13,2023-02-23,10352.0,77.0,6.4,1889.0,Very Active,garmin
13,2023-02-24,7400.0,56.0,6.3,1999.0,Lightly Active,garmin
13,2023-02-25,10617.0,56.0,8.0,1876.0,Very Active,garmin
14,2023-01-09,4151.0,71.0,5.1,2822.0,Sedentary,GARMIN
14,2023-01-10,4783.0,76.0,7.6,2726.0,Sedentary,GARMIN
14,2023-01-11,2866.0,73.0,8.3,2267.0,Sedentary,GARMIN
14,2023-01-12,4413.0,65.0,8.0,2583.0,Sedentary,GARMIN
14,2023-01-13,2822.0,90.0,6.8,2382.0,Sedentary,GARMIN
14,2023-01-14,4336.0,90.0,6.5,2608.0,Sedentary,GARMIN
14,2023-01-15,4526.0,85.0,7.7,2497.0,Sedentary,GARMIN
14,2023-01-16,3478.0,79.0,6.5,1835.0,Sedentary,GARMIN
14,2023-01-17,4533.0,88.0,5.2,2331.0,Sedentary,GARMIN
14,2023-01-18,4685.0,99.0,7.6,2404.0,Sedentary,GARMIN
14,2023-01-19,4016.0,92.0,6.9,2385.0,Sedentary,GARMIN
14,2023-01-20,3766.0,69.0,7.7,3014.0,Sedentary,GARMIN
14,2023-01-21,4438.0,76.0,7.2,2187.0,Sedentary,GARMIN
14,2023-01-22,4905.0,78.0,7.4,3420.0,Sedentary,GARMIN
14,2023-01-23,4418.0,71.0,7.1,2890.0,Sedentary,GARMIN
14,2023-01-24,4263.0,64.0,8.5,2419.0,Sedentary,GARMIN
14,2023-01-25,5730.0,89.0,7.1,2925.0,Lightly Active,GARMIN
14,2023-01-26,4225.0,87.0,8.0,2373.0,Sedentary,GARMIN
14,2023-01-27,3632.0,89.0,7.2,2488.0,Sedentary,GARMIN
14,2023-01-28,3372.0,83.0,9.6,2316.0,Sedentary,GARMIN
14,2023-01-29,4189.0,93.0,7.5,2710.0,Sedentary,GARMIN
14,2023-01-30,3283.0,83.0,7.4,2848.0,Sedentary,GARMIN
14,2023-01-31,5159.0,104.0,8.1,2677.0,Lightly Active,GARMIN
14,2023-02-01,4331.0,75.0,7.9,2516.0,Sedentary,GARMIN
14,2023-02-02,4309.0,92.0,6.5,2888.0,Sedentary,GARMIN
14,2023-02-03,5267.0,77.0,5.4,2435.0,Lightly Active,GARMIN
14,2023-02-04,5250.0,78.0,6.5,2462.0,Lightly Active,GARMIN
14,2023-02-05,4869.0,84.0,7.3,2497.0,Sedentary,GARMIN
14,2023-02-06,3842.0,69.0,9.2,2509.0,Sedentary,GARMIN
14,2023-02-07,5183.0,94.0,8.5,2481.0,Lightly Active,GARMIN
15,2023-01-08,6135.0,73.0,5.6,2901.0,Lightly Active,GARMIN
15,2023-01-09,4338.0,85.0,6.1,2866.0,Sedentary,GARMIN
15,2023-01-10,5998.0,71.0,7.1,2676.0,Lightly Active,GARMIN
15,2023-01-11,6666.0,60.0,6.6,3354.0,Lightly Active,GARMIN
15,2023-01-12,4541.0,67.0,7.0,2860.0,Sedentary,GARMIN
15,2023-01-13,6075.0,78.0,7.2,3121.0,Lightly Active,GARMIN
15,2023-01-14,6142.0,71.0,7.2,3343.0,Lightly Active,GARMIN
15,2023-01-15,5526.0,64.0,7.6,2776.0,Lightly Active,GARMIN
15,2023-01-16,3210.0,82.0,6.0,2784.0,Sedentary,GARMIN
15,2023-01-17,6053.0,75.0,7.2,2687.0,Lightly Active,GARMIN
15,2023-01-18,6259.0,71.0,7.3,2982.0,Lightly Active,GARMIN
15,2023-01-19,4614.0,84.0,6.0,3037.0,Sedentary,GARMIN
15,2023-01-20,6094.0,92.0,6.3,2711.0,Lightly Active,GARMIN
15,2023-01-21,5654.0,70.0,7.3,2355.0,Lightly Active,GARMIN
15,2023-01-22,4480.0,63.0,7.5,3290.0,Sedentary,GARMIN
15,2023-01-23,5558.0,72.0,6.6,3136.0,Lightly Active,GARMIN
15,2023-01-24,4624.0,76.0,7.5,2950.0,Sedentary,GARMIN
15,2023-01-25,5892.0,84.0,3.8,3000.0,Lightly Active,GARMIN
15,2023-01-26,4934.0,55.0,7.0,3195.0,Sedentary,GARMIN
15,2023-01-27,5520.0,83.0,8.1,3179.0,Lightly Active,GARMIN
15,2023-01-28,7539.0,81.0,6.6,2359.0,Active,GARMIN
15,2023-01-29,5397.0,65.0,8.7,2760.0,Lightly Active,GARMIN
15,2023-01-30,5816.0,79.0,6.6,3286.0,Lightly Active,GARMIN
15,2023-01-31,4970.0,75.0,5.8,2439.0,Sedentary,GARMIN
15,2023-02-01,4982.0,73.0,6.1,2615.0,Sedentary,GARMIN
15,2023-02-02,4080.0,73.0,5.0,3023.0,Sedentary,GARMIN
15,2023-02-03,5770.0,59.0,6.2,2598.0,Lightly Active,GARMIN
15,2023-02-04,6039.0,87.0,4.6,2842.0,Lightly Active,GARMIN
15,2023-02-05,5495.0,80.0,6.7,2598.0,Lightly Active,GARMIN
15,2023-02-06,5314.0,66.0,7.6,2815.0,Lightly Active,GARMIN
16,2023-01-18,9106.0,80.0,5.6,1369.0,Active,Apple Watch
16,2023-01-19,4218.0,65.0,6.6,1696.0,Sedentary,Apple Watch
16,2023-01-20,4511.0,89.0,5.8,1637.0,Sedentary,Apple Watch
16,2023-01-21,8725.0,89.0,6.0,1470.0,Active,Apple Watch
16,2023-01-22,3758.0,73.0,6.1,1454.0,Sedentary,Apple Watch
16,2023-01-23,6424.0,81.0,6.1,1509.0,Lightly Active,Apple Watch
16,2023-01-24,6820.0,85.0,5.2,1841.0,Lightly Active,Apple Watch
16,2023-01-25,6467.0,81.0,7.0,1651.0,Lightly Active,Apple Watch
16,2023-01-26,7855.0,83.0,5.7,1672.0,Active,Apple Watch
16,2023-01-27,5088.0,82.0,6.3,1580.0,Lightly Active,Apple Watch
16,2023-01-28,6428.0,62.0,5.7,1628.0,Lightly Active,Apple Watch
16,2023-01-29,6808.0,70.0,7.6,1474.0,Lightly Active,Apple Watch
16,2023-01-30,7877.0,85.0,5.7,1900.0,Active,Apple Watch
16,2023-01-31,5022.0,90.0,7.3,1505.0,Lightly Active,Apple Watch
16,2023-02-01,8435.0,78.0,6.6,1656.0,Active,Apple Watch
16,2023-02-02,6420.0,89.0,7.1,1331.0,Lightly Active,Apple Watch
16,2023-02-03,8319.0,64.0,7.3,1795.0,Active,Apple Watch
16,2023-02-04,5158.0,76.0,5.2,1579.0,Lightly Active,Apple Watch
16,2023-02-05,6191.0,88.0,7.6,1839.0,Lightly Active,Apple Watch
16,2023-02-06,5856.0,78.0,4.6,1483.0,Lightly Active,Apple Watch
16,2023-02-07,7871.0,97.0,5.1,1518.0,Active,Apple Watch
16,2023-02-08,6563.0,83.0,5.5,1682.0,Lightly Active,Apple Watch
16,2023-02-09,5972.0,80.0,6.8,1615.0,Lightly Active,Apple Watch
16,2023-02-10,6022.0,79.0,6.2,1554.0,Lightly Active,Apple Watch
16,2023-02-11,6256.0,96.0,6.9,1566.0,Lightly Active,Apple Watch
16,2023-02-12,7517.0,77.0,7.5,1673.0,Active,Apple Watch
16,2023-02-13,6456.0,85.0,4.7,1432.0,Lightly Active,Apple Watch
16,2023-02-14,5022.0,82.0,8.0,1974.0,Lightly Active,Apple Watch
16,2023-02-15,7439.0,86.0,4.5,1526.0,Lightly Active,Apple Watch
16,2023-02-16,5558.0,74.0,6.1,1537.0,Lightly Active,Apple Watch
17,2023-01-27,2129.0,92.0,5.2,2096.0,Sedentary,fitbit
17,2023-01-28,4987.0,75.0,3.7,1989.0,Sedentary,fitbit
17,2023-01-29,4301.0,104.0,5.0,2149.0,Sedentary,fitbit
17,2023-01-30,3196.0,83.0,8.9,1740.0,Sedentary,fitbit
17,2023-01-31,3703.0,89.0,7.3,2068.0,Sedentary,fitbit
17,2023-02-01,3742.0,81.0,6.5,1977.0,Sedentary,fitbit
17,2023-02-02,3963.0,81.0,6.6,2042.0,Sedentary,fitbit
17,2023-02-03,4318.0,84.0,4.5,2306.0,Sedentary,fitbit
17,2023-02-04,2886.0,78.0,5.7,2329.0,Sedentary,fitbit
17,2023-02-05,2019.0,116.0,7.3,2093.0,Sedentary,fitbit
17,2023-02-06,3486.0,87.0,6.8,2180.0,Sedentary,fitbit
17,2023-02-07,3916.0,85.0,6.1,2017.0,Sedentary,fitbit
17,2023-02-08,3387.0,96.0,6.9,1445.0,Sedentary,fitbit
17,2023-02-09,3987.0,86.0,6.2,1968.0,Sedentary,fitbit
17,2023-02-10,4317.0,94.0,5.5,2131.0,Sedentary,fitbit
17,2023-02-11,2839.0,71.0,5.6,2224.0,Sedentary,fitbit
17,2023-02-12,4196.0,90.0,7.0,2153.0,Sedentary,fitbit
17,2023-02-13,3072.0,89.0,7.1,2202.0,Sedentary,fitbit
17,2023-02-14,4363.0,92.0,6.6,2267.0,Sedentary,fitbit
17,2023-02-15,3506.0,76.0,6.1,1895.0,Sedentary,fitbit
17,2023-02-16,3048.0,83.0,5.5,1984.0,Sedentary,fitbit
17,2023-02-17,2190.0,87.0,6.3,1880.0,Sedentary,fitbit
17,2023-02-18,3989.0,94.0,4.7,1891.0,Sedentary,fitbit
17,2023-02-19,2982.0,75.0,7.1,2008.0,Sedentary,fitbit
17,2023-02-20,3338.0,64.0,6.9,1794.0,Sedentary,fitbit
17,2023-02-21,3567.0,87.0,7.6,1779.0,Sedentary,fitbit
17,2023-02-22,1396.0,86.0,8.1,2301.0,Sedentary,fitbit
17,2023-02-23,3672.0,80.0,7.1,1848.0,Sedentary,fitbit
17,2023-02-24,3860.0,90.0,7.3,2613.0,Sedentary,fitbit
17,2023-02-25,3801.0,79.0,6.2,1685.0,Sedentary,fitbit
18,2023-01-07,7021.0,61.0,7.1,2345.0,Lightly Active,garmin
18,2023-01-08,6813.0,77.0,7.6,2307.0,Lightly Active,garmin
18,2023-01-09,7620.0,67.0,8.4,2109.0,Active,garmin
18,2023-01-10,7081.0,62.0,6.3,2120.0,Lightly Active,garmin
18,2023-01-11,7378.0,74.0,7.9,2354.0,Lightly Active,garmin
18,2023-01-12,9542.0,64.0,8.0,2286.0,Active,garmin
18,2023-01-13,8587.0,60.0,5.2,2278.0,Active,garmin
18,2023-01-14,10475.0,75.0,8.6,2595.0,Very Active,garmin
18,2023-01-15,8299.0,67.0,7.0,2236.0,Active,garmin
18,2023-01-16,9159.0,78.0,7.5,2206.0,Active,garmin
18,2023-01-17,8155.0,72.0,6.2,1779.0,Active,garmin
18,2023-01-18,7257.0,53.0,7.1,2275.0,Lightly Active,garmin
18,2023-01-19,7415.0,80.0,7.9,2379.0,Lightly Active,garmin
18,2023-01-20,9169.0,54.0,8.7,2292.0,Active,garmin
18,2023-01-21,9248.0,55.0,6.1,2498.0,Active,garmin
18,2023-01-22,8768.0,56.0,6.8,2569.0,Active,garmin
18,2023-01-23,6215.0,82.0,6.7,2457.0,Lightly Active,garmin
18,2023-01-24,7619.0,72.0,7.1,2272.0,Active,garmin
18,2023-01-25,8221.0,55.0,8.4,2191.0,Active,garmin
18,2023-01-26,7782.0,56.0,5.1,2265.0,Active,garmin
18,2023-01-27,12089.0,73.0,7.6,2249.0,Very Active,garmin
18,2023-01-28,8191.0,71.0,6.4,2567.0,Active,garmin
18,2023-01-29,9321.0,73.0,8.1,2314.0,Active,garmin
18,2023-01-30,9252.0,71.0,7.3,2177.0,Active,garmin
18,2023-01-31,8321.0,81.0,6.4,1971.0,Active,garmin
18,2023-02-01,8423.0,66.0,7.8,2366.0,Active,garmin
18,2023-02-02,7790.0,80.0,6.0,2118.0,Active,garmin
18,2023-02-03,7986.0,49.0,7.4,2693.0,Active,garmin
18,2023-02-04,8189.0,68.0,6.4,2167.0,Active,garmin
18,2023-02-05,7543.0,62.0,8.9,2438.0,Active,garmin
19,2023-01-15,4152.0,70.0,6.1,2951.0,Sedentary,SAMSUNG
19,2023-01-16,7028.0,57.0,4.7,2315.0,Lightly Active,SAMSUNG
19,2023-01-17,5090.0,72.0,6.5,2628.0,Lightly Active,SAMSUNG
19,2023-01-18,4998.0,69.0,4.7,3202.0,Sedentary,SAMSUNG
19,2023-01-19,3623.0,69.0,7.6,2650.0,Sedentary,SAMSUNG
19,2023-01-20,5137.0,64.0,5.4,3012.0,Lightly Active,SAMSUNG
19,2023-01-21,2977.0,83.0,4.1,2578.0,Sedentary,SAMSUNG
19,2023-01-22,4881.0,73.0,4.0,2771.0,Sedentary,SAMSUNG
19,2023-01-23,7501.0,54.0,5.7,2473.0,Active,SAMSUNG
19,2023-01-24,5794.0,68.0,4.9,2778.0,Lightly Active,SAMSUNG
19,2023-01-25,7267.0,66.0,6.3,2306.0,Lightly Active,SAMSUNG
19,2023-01-26,4318.0,72.0,7.0,2743.0,Sedentary,SAMSUNG
19,2023-01-27,5005.0,67.0,4.3,2809.0,Lightly Active,SAMSUNG
19,2023-01-28,6282.0,63.0,5.1,2719.0,Lightly Active,SAMSUNG
19,2023-01-29,4873.0,67.0,7.7,2583.0,Sedentary,SAMSUNG
19,2023-01-30,4957.0,61.0,6.3,2600.0,Sedentary,SAMSUNG
19,2023-01-31,4646.0,81.0,7.0,2489.0,Sedentary,SAMSUNG
19,2023-02-01,3346.0,78.0,4.9,2858.0,Sedentary,SAMSUNG
19,2023-02-02,3235.0,76.0,4.3,2842.0,Sedentary,SAMSUNG
19,2023-02-03,5355.0,58.0,5.2,2830.0,Lightly Active,SAMSUNG
19,2023-02-04,5453.0,73.0,7.5,2234.0,Lightly Active,SAMSUNG
19,2023-02-05,7067.0,69.0,4.7,2296.0,Lightly Active,SAMSUNG
19,2023-02-06,5138.0,77.0,5.4,3049.0,Lightly Active,SAMSUNG
19,2023-02-07,3790.0,67.0,4.3,2745.0,Sedentary,SAMSUNG
19,2023-02-08,6287.0,63.0,3.0,2701.0,Lightly Active,SAMSUNG
19,2023-02-09,5806.0,72.0,6.8,2365.0,Lightly Active,SAMSUNG
19,2023-02-10,6066.0,79.0,3.8,2733.0,Lightly Active,SAMSUNG
19,2023-02-11,4801.0,67.0,5.9,2519.0,Sedentary,SAMSUNG
19,2023-02-12,4618.0,68.0,4.5,2361.0,Sedentary,SAMSUNG
19,2023-02-13,6065.0,56.0,6.2,2771.0,Lightly Active,SAMSUNG
20,2023-01-09,6560.0,71.0,7.8,1757.0,Lightly Active,FITBIT
20,2023-01-10,9088.0,82.0,7.4,1899.0,Active,FITBIT
20,2023-01-11,8821.0,92.0,8.3,2139.0,Active,FITBIT
20,2023-01-12,10189.0,69.0,5.8,2050.0,Very Active,FITBIT
20,2023-01-13,10857.0,92.0,7.2,1656.0,Very Active,FITBIT
20,2023-01-14,12126.0,68.0,6.2,1997.0,Very Active,FITBIT
20,2023-01-15,14017.0,109.0,7.2,1913.0,Very Active,FITBIT
20,2023-01-16,11090.0,86.0,6.3,2298.0,Very Active,FITBIT
20,2023-01-17,10480.0,82.0,7.3,2031.0,Very Active,FITBIT
20,2023-01-18,11700.0,71.0,6.0,1734.0,Very Active,FITBIT
20,2023-01-19,10899.0,85.0,7.1,2275.0,Very Active,FITBIT
20,2023-01-20,10007.0,84.0,5.5,1873.0,Very Active,FITBIT
20,2023-01-21,11412.0,86.0,6.3,1935.0,Very Active,FITBIT
20,2023-01-22,6977.0,74.0,7.5,2061.0,Lightly Active,FITBIT
20,2023-01-23,11022.0,78.0,6.6,1820.0,Very Active,FITBIT
20,2023-01-24,11419.0,82.0,7.1,1846.0,Very Active,FITBIT
20,2023-01-25,5704.0,88.0,6.1,1780.0,Lightly Active,FITBIT
20,2023-01-26,11408.0,74.0,7.7,2069.0,Very Active,FITBIT
20,2023-01-27,11388.0,64.0,7.8,1999.0,Very Active,FITBIT
20,2023-01-28,9279.0,79.0,4.8,2028.0,Active,FITBIT
20,2023-01-29,7956.0,64.0,5.1,2165.0,Active,FITBIT
20,2023-01-30,8758.0,93.0,6.1,1616.0,Active,FITBIT
20,2023-01-31,7781.0,90.0,6.4,1842.0,Active,FITBIT
20,2023-02-01,10339.0,83.0,7.7,2231.0,Very Active,FITBIT
20,2023-02-02,9298.0,64.0,6.2,1999.0,Active,FITBIT
20,2023-02-03,8087.0,68.0,6.9,1939.0,Active,FITBIT
20,2023-02-04,10084.0,70.0,6.4,1768.0,Very Active,FITBIT
20,2023-02-05,11802.0,88.0,4.8,1767.0,Very Active,FITBIT
20,2023-02-06,7020.0,71.0,6.5,1666.0,Lightly Active,FITBIT
20,2023-02-07,8171.0,67.0,6.8,1962.0,Active,FITBIT
21,2023-01-17,9484.0,63.0,7.5,1677.0,Active,FITBIT
21,2023-01-18,14795.0,75.0,6.7,1867.0,Very Active,FITBIT
21,2023-01-19,12883.0,50.0,8.8,1989.0,Very Active,FITBIT
21,2023-01-20,8596.0,52.0,9.0,1770.0,Active,FITBIT
21,2023-01-21,12307.0,65.0,8.4,1495.0,Very Active,FITBIT
21,2023-01-22,13406.0,73.0,7.8,1716.0,Very Active,FITBIT
21,2023-01-23,7690.0,67.0,8.6,1713.0,Active,FITBIT
21,2023-01-24,13577.0,58.0,8.6,1548.0,Very Active,FITBIT
21,2023-01-25,11032.0,60.0,8.2,1660.0,Very Active,FITBIT
21,2023-01-26,10793.0,70.0,7.6,1447.0,Very Active,FITBIT
21,2023-01-27,14963.0,75.0,6.7,1842.0,Very Active,FITBIT
21,2023-01-28,9969.0,64.0,8.3,1683.0,Active,FITBIT
21,2023-01-29,9347.0,55.0,7.1,1580.0,Active,FITBIT
21,2023-01-30,10936.0,54.0,8.7,1980.0,Very Active,FITBIT
21,2023-01-31,9799.0,64.0,8.5,1805.0,Active,FITBIT
21,2023-02-01,11253.0,69.0,8.5,1510.0,Very Active,FITBIT
21,2023-02-02,13011.0,70.0,7.3,1730.0,Very Active,FITBIT
21,2023-02-03,12599.0,59.0,9.1,2131.0,Very Active,FITBIT
21,2023-02-04,9342.0,48.0,8.3,1848.0,Active,FITBIT
21,2023-02-05,10573.0,76.0,6.7,1843.0,Very Active,FITBIT
21,2023-02-06,9741.0,79.0,10.0,1591.0,Active,FITBIT
21,2023-02-07,9866.0,70.0,7.6,1716.0,Active,FITBIT
21,2023-02-08,11141.0,42.0,8.0,1605.0,Very Active,FITBIT
21,2023-02-09,9991.0,76.0,6.8,1864.0,Active,FITBIT
21,2023-02-10,10466.0,59.0,8.8,1782.0,Very Active,FITBIT
21,2023-02-11,12350.0,71.0,7.7,1618.0,Very Active,FITBIT
21,2023-02-12,8679.0,53.0,11.0,1938.0,Active,FITBIT
21,2023-02-13,8089.0,48.0,8.5,1818.0,Active,FITBIT
21,2023-02-14,12301.0,59.0,7.9,1780.0,Very Active,FITBIT
21,2023-02-15,11275.0,40.0,7.8,1577.0,Very Active,FITBIT
22,2023-01-21,5817.0,114.0,8.1,2635.0,Lightly Active,fitbit
22,2023-01-22,6657.0,89.0,8.1,2886.0,Lightly Active,fitbit
22,2023-01-23,7932.0,73.0,8.2,2468.0,Active,fitbit
22,2023-01-24,6245.0,75.0,7.3,2640.0,Lightly Active,fitbit
22,2023-01-25,6718.0,94.0,6.5,2735.0,Lightly Active,fitbit
22,2023-01-26,4823.0,72.0,7.5,2637.0,Sedentary,fitbit
22,2023-01-27,8349.0,89.0,6.3,2567.0,Active,fitbit
22,2023-01-28,6769.0,105.0,6.1,2209.0,Lightly Active,fitbit
22,2023-01-29,7724.0,88.0,6.9,2866.0,Active,fitbit
22,2023-01-30,2657.0,85.0,8.0,2972.0,Sedentary,fitbit
22,2023-01-31,4481.0,85.0,6.8,2790.0,Sedentary,fitbit
22,2023-02-01,4614.0,80.0,6.7,2898.0,Sedentary,fitbit
22,2023-02-02,6586.0,82.0,7.8,2326.0,Lightly Active,fitbit
22,2023-02-03,5284.0,84.0,10.3,2418.0,Lightly Active,fitbit
22,2023-02-04,7267.0,94.0,8.0,3199.0,Lightly Active,fitbit
22,2023-02-05,6039.0,88.0,7.7,3053.0,Lightly Active,fitbit
22,2023-02-06,6853.0,78.0,6.4,2665.0,Lightly Active,fitbit
22,2023-02-07,4721.0,84.0,9.0,2596.0,Sedentary,fitbit
22,2023-02-08,5572.0,85.0,8.6,2109.0,Lightly Active,fitbit
22,2023-02-09,4938.0,87.0,8.9,2587.0,Sedentary,fitbit
22,2023-02-10,3511.0,91.0,7.1,2397.0,Sedentary,fitbit
22,2023-02-11,4919.0,83.0,7.1,2120.0,Sedentary,fitbit
22,2023-02-12,6629.0,97.0,8.4,2411.0,Lightly Active,fitbit
22,2023-02-13,5394.0,84.0,8.3,2902.0,Lightly Active,fitbit
22,2023-02-14,4795.0,85.0,8.2,3117.0,Sedentary,fitbit
22,2023-02-15,6413.0,92.0,7.8,3104.0,Lightly Active,fitbit
22,2023-02-16,6081.0,76.0,9.1,2910.0,Lightly Active,fitbit
22,2023-02-17,5122.0,80.0,8.0,2847.0,Lightly Active,fitbit
22,2023-02-18,5842.0,88.0,9.4,3012.0,Lightly Active,fitbit
22,2023-02-19,5835.0,94.0,6.7,2829.0,Lightly Active,fitbit
23,2023-01-13,12599.0,76.0,8.1,2414.0,Very Active,apple watch
23,2023-01-14,7235.0,71.0,8.6,2219.0,Lightly Active,apple watch
23,2023-01-15,9280.0,88.0,8.1,2975.0,Active,apple watch
23,2023-01-16,10197.0,89.0,8.3,2803.0,Very Active,apple watch
23,2023-01-17,7231.0,87.0,9.2,2725.0,Lightly Active,apple watch
23,2023-01-18,7076.0,70.0,9.6,2338.0,Lightly Active,apple watch
23,2023-01-19,10109.0,65.0,9.8,2264.0,Very Active,apple watch
23,2023-01-20,10273.0,85.0,8.3,2733.0,Very Active,apple watch
23,2023-01-21,9733.0,73.0,8.0,2076.0,Active,apple watch
23,2023-01-22,9898.0,63.0,9.1,2514.0,Active,apple watch
23,2023-01-23,10508.0,75.0,8.7,2772.0,Very Active,apple watch
23,2023-01-24,9871.0,82.0,9.5,2186.0,Active,apple watch
23,2023-01-25,10652.0,85.0,8.0,2519.0,Very Active,apple watch
23,2023-01-26,9179.0,77.0,9.3,2952.0,Active,apple watch
23,2023-01-27,11253.0,65.0,9.6,2926.0,Very Active,apple watch
23,2023-01-28,9967.0,89.0,11.0,2847.0,Active,apple watch
23,2023-01-29,9713.0,89.0,9.1,2589.0,Active,apple watch
23,2023-01-30,8601.0,94.0,8.2,2978.0,Active,apple watch
23,2023-01-31,10176.0,65.0,9.4,2040.0,Very Active,apple watch
23,2023-02-01,10409.0,87.0,8.4,2614.0,Very Active,apple watch
23,2023-02-02,12867.0,73.0,7.9,2965.0,Very Active,apple watch
23,2023-02-03,12883.0,79.0,10.0,2929.0,Very Active,apple watch
23,2023-02-04,7878.0,74.0,10.2,3018.0,Active,apple watch
23,2023-02-05,10293.0,70.0,11.0,2445.0,Very Active,apple watch
23,2023-02-06,8631.0,82.0,10.5,2803.0,Active,apple watch
23,2023-02-07,10019.0,83.0,9.0,2727.0,Very Active,apple watch
23,2023-02-08,4571.0,76.0,9.2,2285.0,Sedentary,apple watch
23,2023-02-09,9966.0,76.0,10.7,2989.0,Active,apple watch
23,2023-02-10,8390.0,77.0,8.9,2466.0,Active,apple watch
23,2023-02-11,9612.0,71.0,7.9,2743.0,Active,apple watch
24,2023-01-18,3589.0,72.0,8.8,2713.0,Sedentary,SAMSUNG
24,2023-01-19,3349.0,89.0,7.8,3027.0,Sedentary,SAMSUNG
24,2023-01-20,2858.0,79.0,7.7,2679.0,Sedentary,SAMSUNG
24,2023-01-21,3075.0,65.0,7.4,2813.0,Sedentary,SAMSUNG
24,2023-01-22,3024.0,78.0,7.8,3034.0,Sedentary,SAMSUNG
24,2023-01-23,3745.0,74.0,6.7,2594.0,Sedentary,SAMSUNG
24,2023-01-24,2877.0,77.0,7.1,2520.0,Sedentary,SAMSUNG
24,2023-01-25,2897.0,82.0,8.5,2734.0,Sedentary,SAMSUNG
24,2023-01-26,2924.0,71.0,7.9,2650.0,Sedentary,SAMSUNG
24,2023-01-27,3553.0,63.0,7.5,2983.0,Sedentary,SAMSUNG
24,2023-01-28,3305.0,107.0,8.2,2605.0,Sedentary,SAMSUNG
24,2023-01-29,3127.0,63.0,7.8,2654.0,Sedentary,SAMSUNG
24,2023-01-30,3771.0,75.0,7.8,2711.0,Sedentary,SAMSUNG
24,2023-01-31,4296.0,77.0,9.7,3131.0,Sedentary,SAMSUNG
24,2023-02-01,3495.0,84.0,8.3,2337.0,Sedentary,SAMSUNG
24,2023-02-02,3010.0,89.0,7.8,2489.0,Sedentary,SAMSUNG
24,2023-02-03,3154.0,98.0,9.1,2878.0,Sedentary,SAMSUNG
24,2023-02-04,3794.0,77.0,6.2,2628.0,Sedentary,SAMSUNG
24,2023-02-05,4184.0,78.0,7.6,2809.0,Sedentary,SAMSUNG
24,2023-02-06,4402.0,97.0,10.1,2849.0,Sedentary,SAMSUNG
24,2023-02-07,3376.0,65.0,9.4,2557.0,Sedentary,SAMSUNG
24,2023-02-08,3326.0,70.0,7.3,2653.0,Sedentary,SAMSUNG
24,2023-02-09,2800.0,75.0,7.3,3137.0,Sedentary,SAMSUNG
24,2023-02-10,2483.0,83.0,9.1,2747.0,Sedentary,SAMSUNG
24,2023-02-11,2730.0,78.0,9.1,2952.0,Sedentary,SAMSUNG
24,2023-02-12,2849.0,85.0,6.8,3093.0,Sedentary,SAMSUNG
24,2023-02-13,3448.0,77.0,7.0,2639.0,Sedentary,SAMSUNG
24,2023-02-14,3528.0,93.0,7.2,3028.0,Sedentary,SAMSUNG
24,2023-02-15,1857.0,75.0,7.9,2632.0,Sedentary,SAMSUNG
24,2023-02-16,2590.0,74.0,8.2,2841.0,Sedentary,SAMSUNG
25,2023-01-25,4071.0,62.0,7.0,1807.0,Sedentary,apple watch
25,2023-01-26,3320.0,79.0,7.0,1967.0,Sedentary,apple watch
25,2023-01-27,6803.0,87.0,7.7,1359.0,Lightly Active,apple watch
25,2023-01-28,8503.0,86.0,8.1,2406.0,Active,apple watch
25,2023-01-29,4298.0,101.0,7.3,1777.0,Sedentary,apple watch
25,2023-01-30,7303.0,79.0,7.0,1784.0,Lightly Active,apple watch
25,2023-01-31,5134.0,91.0,7.1,1532.0,Lightly Active,apple watch
25,2023-02-01,6707.0,96.0,7.0,1789.0,Lightly Active,apple watch
